row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_A,prob_B,prob_C,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank
1324,0000886163_2005_4,8,"these circumstances, coupled with the loss of key accounting and internal audit personnel during the restatement process, contributed to the existence of four additional material weaknesses relating to the company’s internal control over financial reporting, as follows. 1) the inability of the company to maintain an effective independent internal audit department; 2) the existence of ineffective spreadsheet controls used in connection with the company’s financial processes, including review, testing, access and integrity controls; 3) the existence of accounting system access rights granted to certain members of the company’s accounting and finance department that are incompatible with the current roles and duties of such individuals (i.e. segregation of duties); and 4) the inability of management to properly maintain the company’s documentation of the internal control over financial reporting during 2005 or to substantively commence the process to update such documentation and assessment until december 2005.",these circumstances coupled with the loss of key accounting and internal audit personnel during the restatement process contributed to the existence of four additional material weaknesses relating to the company s internal control over financial reporting as follows <num> the inability of the company to maintain an effective independent internal audit department <num> the existence of ineffective spreadsheet controls used in connection with the company s financial processes including review testing access and integrity controls <num> the existence of accounting system access rights granted to certain members of the company s accounting and finance department that are incompatible with the current roles and duties of such individuals i e segregation of duties and <num> the inability of management to properly maintain the company s documentation of the internal control over financial reporting during <year> or to substantively commence the process to update such documentation and assessment until <month> <year>,2005-12-31,886163,"additionally, management’s process for assessing the company’s internal control over financial reporting, as of december 31, 2005 was delayed as a result of the restatement of the company’s prior years’ consolidated financial statements which did not conclude until late 2005.",additionally management s process for assessing the company s internal control over financial reporting as of <month> <num> <year> was delayed as a result of the restatement of the company s prior years consolidated financial statements which did not conclude until late <year>,1024,0,1,C,1,background,1,1,0,False,False,4.0,1,0,trainval,C,0.332271938348214,0.3192391072736291,0.3484889543781568,0.3484889543781568,0.0162170160299427,1,0,e5_logreg,margin,78
1333,0000835011_2006_4,18,the significant deficiencies noted are as follows.,the significant deficiencies noted are as follows,2006-06-30,835011,"in fiscal 2006, the company spent approximately $21 million on such materials at these two facilities.",in fiscal <year> the company spent approximately $ <num> million on such materials at these two facilities,49,1,0,C,0,background,0,0,0,False,False,43.0,0,1,test,C,0.0731869418025348,0.4234211521707121,0.503391906026753,0.503391906026753,0.0799707538560409,1,0,e5_logreg,diversity,79
1336,0000835011_2006_4,21,the error involves the computation of monthly inventory balances for chemicals and packaging materials inventories.,the error involves the computation of monthly inventory balances for chemicals and packaging materials inventories,2006-06-30,835011,"(the company ceased using this application commencing july 1, 2006.)",the company ceased using this application commencing <month> <num> <year>,114,1,0,C,0,background,0,0,0,False,False,43.0,0,1,test,A,0.4171482992254811,0.1994090884717035,0.3834426123028154,0.4171482992254811,0.0337056869226656,1,0,e5_logreg,disagreement,80
1344,0000835011_2006_4,29,"as a result, financial statement presentation of such items could be affected, particularly our interim statement in connection with which we do not perform physical inventories at period end.",as a result financial statement presentation of such items could be affected particularly our interim statement in connection with which we do not perform physical inventories at period end,2006-06-30,835011,this could result in unauthorized or undocumented removal of such materials.,this could result in unauthorized or undocumented removal of such materials,189,0,1,C,0,effect,0,0,0,False,False,43.0,0,1,test,A,0.6961745903006681,0.1010781306238056,0.2027472790755261,0.6961745903006681,0.4934273112251419,1,0,e5_logreg,disagreement,81
1348,0000835011_2006_4,33,there is also inadequate staffing within the facility to ensure that stockroom issues are entered into the system in a timely manner.,there is also inadequate staffing within the facility to ensure that stockroom issues are entered into the system in a timely manner,2006-06-30,835011,"although the stockroom is physically secured through the use of installed card scanners, stockroom requisition forms are not consistently completed by employees when checking items out of the stockroom.",although the stockroom is physically secured through the use of installed card scanners stockroom requisition forms are not consistently completed by employees when checking items out of the stockroom,132,1,1,C,0,background,0,0,0,False,False,43.0,0,1,test,C,0.0791949130146251,0.4543329627352363,0.4664721242501385,0.4664721242501385,0.0121391615149022,1,0,e5_logreg,margin,82
1358,0000835011_2006_4,43,"in addition, product managers have held monthly financial meetings starting in april of 2006 in order to accomplish this remediation activity.",in addition product managers have held monthly financial meetings starting in <month> of <year> in order to accomplish this remediation activity,2006-06-30,835011,the cfo has performed this review throughout the fiscal year.,the cfo has performed this review throughout the fiscal year,144,0,0,B,0,other,0,1,0,False,True,43.0,0,0,test,B,0.0011074601966314,0.7806083149011037,0.2182842249022648,0.7806083149011037,0.5623240899988389,0,1,e5_logreg,diversity,83
1365,0000835011_2006_4,50,"if we conclude that the other corrective actions outlined in “remedies” below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison, we may not take this step at this time.",if we conclude that the other corrective actions outlined in remedies below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison we <month> not take this step at this time,2006-06-30,835011,"we are still in the process of evaluating this process, which involves multiple steps including the sale of an existing off-site facility and the acquisition and construction of a new on-site central stockroom facility.",we are still in the process of evaluating this process which involves multiple steps including the sale of an existing off site facility and the acquisition and construction of a new on site central stockroom facility,237,0,0,B,0,other,0,1,0,False,True,43.0,0,0,test,B,0.0347773904422825,0.65642754220909,0.3087950673486273,0.65642754220909,0.3476324748604627,1,0,e5_logreg,random,84
1369,0000089089_2007_4,11,accounting for income taxes.,accounting for income taxes,2007-12-31,89089,"based on this assessment and those criteria, our management concluded that the company did not.",based on this assessment and those criteria our management concluded that the company did not,27,1,0,C,0,background,0,0,0,False,False,25.0,0,1,test,C,0.0093026550545685,0.4838662367906999,0.5068311081547315,0.5068311081547315,0.0229648713640316,1,0,e5_logreg,margin,85
1373,0000089089_2007_4,15,"109” (fin 48) and various audit adjustments to the consolidated financial statements in the second, third, and fourth quarters of 2007.",<num> fin <num> and various audit adjustments to the consolidated financial statements in the second third and fourth quarters of <year>,2007-12-31,89089,"this control deficiency resulted in the fourth quarter 2007 revision of the company’s adoption impact of fin 48, “accounting for uncertainty in income taxes — an interpretation of fasb statement no.",this control deficiency resulted in the fourth quarter <year> revision of the company s adoption impact of fin <num> accounting for uncertainty in income taxes an interpretation of fasb statement no,136,1,0,A,0,other,1,0,0,False,False,25.0,0,0,test,A,0.4144661117755053,0.405377360113791,0.1801565281107036,0.4144661117755053,0.0090887516617143,1,0,e5_logreg,margin,86
1379,0000089089_2007_4,25,"remediation efforts and plans for material weaknesses in internal control over financial reporting in response to the identified material weaknesses, our management, with oversight from the company’s audit committee has dedicated significant in-house and external resources to implement enhancements to the company’s internal control over financial reporting and remediate the material weaknesses described above.",remediation efforts and plans for material weaknesses in internal control over financial reporting in response to the identified material weaknesses our management with oversight from the company s audit committee has dedicated significant in house and external resources to implement enhancements to the company s internal control over financial reporting and remediate the material weaknesses described above,2007-12-31,89089,"additionally, this control deficiency, if not corrected, could result in a material misstatement to our annual or interim consolidated financial statements that would not be prevented or detected on a timely basis.",additionally this control deficiency if not corrected could result in a material misstatement to our annual or interim consolidated financial statements that would not be prevented or detected on a timely basis,410,0,0,B,0,other,0,1,0,False,True,25.0,0,0,test,B,0.0087287360869932,0.8936066097704581,0.0976646541425487,0.8936066097704581,0.7959419556279094,0,1,e5_logreg,diversity,87
1381,0000089089_2007_4,29,accounting for income taxes.,accounting for income taxes,2007-12-31,89089,"these ongoing efforts are focused on . expanding our organizational capabilities to improve our monitoring, communications, training, and governance processes, (ii) implementing process improvements to strengthen our internal control and monitoring activities, and (iii) placement of additional staff to timely complete the company’s income tax provision and account reconciliations, thus allowing for proper review and oversight.",these ongoing efforts are focused on expanding our organizational capabilities to improve our monitoring communications training and governance processes ii implementing process improvements to strengthen our internal control and monitoring activities and iii placement of additional staff to timely complete the company s income tax provision and account reconciliations thus allowing for proper review and oversight,27,1,0,B,0,other,0,1,0,False,False,25.0,0,0,test,C,0.0093026550545685,0.4838662367906999,0.5068311081547315,0.5068311081547315,0.0229648713640316,1,0,e5_logreg,margin,88
1384,0000089089_2007_4,32,improper verification of data used in tax provision and tax reserve computations; and .,improper verification of data used in tax provision and tax reserve computations and,2007-12-31,89089,incorrect application of the provisions of sfas no. 109 and fin 48 resulting in errors in the accounting for income taxes; .,incorrect application of the provisions of sfas no <num> and fin <num> resulting in errors in the accounting for income taxes,84,1,0,B,0,other,0,1,0,False,False,25.0,0,0,test,C,0.0689685604245209,0.4593298504442274,0.4717015891312517,0.4717015891312517,0.0123717386870242,1,0,e5_logreg,margin,89
1418,0000918251_2019_4,9,"(1)we did not perform a sufficient review of certain accounting policies and lacked oversight of the compliance with those policies which resulted in inconsistent application, inadequate analysis and deficient documentation to support the financial statement presentation and disclosures over certain accounts, including inventory.",<num> we did not perform a sufficient review of certain accounting policies and lacked oversight of the compliance with those policies which resulted in inconsistent application inadequate analysis and deficient documentation to support the financial statement presentation and disclosures over certain accounts including inventory,2019-03-31,918251,the material weakness identified specifically resulted in the following.,the material weakness identified specifically resulted in the following,331,0,0,A,0,other,1,0,0,False,False,14.0,0,0,trainval,A,0.4632133250122368,0.0921180049530297,0.4446686700347333,0.4632133250122368,0.0185446549775034,1,0,e5_logreg,margin,90
1477,0000850209_2009_4,9,"specifically, the company did not maintain effective controls over the preparation and review of the calculations and related supporting documentation for the tax accounts noted above.",specifically the company did not maintain effective controls over the preparation and review of the calculations and related supporting documentation for the tax accounts noted above,2009-01-31,850209,"the company’s processes, procedures and controls related to financial reporting were not effective to ensure that amounts related to current taxes payable, certain deferred tax assets and liabilities, the current and deferred income tax expense were recorded in accordance with generally accepted accounting principles.",the company s processes procedures and controls related to financial reporting were not effective to ensure that amounts related to current taxes payable certain deferred tax assets and liabilities the current and deferred income tax expense were recorded in accordance with generally accepted accounting principles,182,0,0,C,0,background,0,0,0,True,False,12.0,0,1,trainval,C,0.1423034181058662,0.2395341186657958,0.6181624632283381,0.6181624632283381,0.3786283445625423,1,0,e5_logreg,diversity,91
1503,0000790703_2013_4,32,"as a result of this control deficiency, we failed to detect errors within the three subsidiaries referred to above along with similar errors in other european subsidiaries primarily related to the improper timing of recognition in the income statement of certain vendor incentives, product discounts/price variances, promotions and other vendor credits.",as a result of this control deficiency we failed to detect errors within the three subsidiaries referred to above along with similar errors in other european subsidiaries primarily related to the improper timing of recognition in the income statement of certain vendor incentives product discounts price variances promotions and other vendor credits,2013-01-31,790703,we lacked effective account reconciliation procedures in europe over certain aspects of vendor accounting.,we lacked effective account reconciliation procedures in europe over certain aspects of vendor accounting,349,0,1,C,0,effect,0,0,0,False,False,39.0,0,1,test,C,0.4665026226165108,0.0581245891340835,0.4753727882494056,0.4753727882494056,0.0088701656328948,1,0,e5_logreg,margin,92
1504,0000790703_2013_4,33,inadequate anti-fraud program controls and monitoring.,inadequate anti fraud program controls and monitoring,2013-01-31,790703,"as a result of this control deficiency, we failed to detect errors within the three subsidiaries referred to above along with similar errors in other european subsidiaries primarily related to the improper timing of recognition in the income statement of certain vendor incentives, product discounts/price variances, promotions and other vendor credits.",as a result of this control deficiency we failed to detect errors within the three subsidiaries referred to above along with similar errors in other european subsidiaries primarily related to the improper timing of recognition in the income statement of certain vendor incentives product discounts price variances promotions and other vendor credits,53,1,0,C,0,background,0,0,0,False,False,39.0,0,1,test,C,0.0050099604980375,0.4899230958889003,0.5050669436130623,0.5050669436130623,0.0151438477241619,1,0,e5_logreg,margin,93
1511,0000790703_2013_4,42,certain personnel responsible for accounting improprieties are no longer employed by the company.,certain personnel responsible for accounting improprieties are no longer employed by the company,2013-01-31,790703,these actions include the following.,these actions include the following,96,1,0,B,0,other,0,1,0,False,False,39.0,0,0,test,B,0.0334565591222296,0.4951526217715481,0.4713908191062221,0.4951526217715481,0.0237618026653259,1,0,e5_logreg,margin,94
1535,0000315545_2016_4,35,the audit committee retained independent counsel and an advisory firm with forensic accounting expertise to assist the audit committee in conducting the investigation.,the audit committee retained independent counsel and an advisory firm with forensic accounting expertise to assist the audit committee in conducting the investigation,2016-12-31,315545,"craig dees, our former chief executive officer.",craig dees our former chief executive officer,166,0,0,C,0,background,0,0,0,False,False,43.0,0,1,trainval,B,0.0050625926180015,0.5616452356663465,0.433292171715652,0.5616452356663465,0.1283530639506945,1,0,e5_logreg,disagreement,95
1562,0001376339_2019_4,20,"deficiencies in control activities contributed to the potential for there to have been material accounting errors in substantially all financial statements account balances and disclosures, specifically.",deficiencies in control activities contributed to the potential for there to have been material accounting errors in substantially all financial statements account balances and disclosures specifically,2019-12-31,1376339,"control activities the control deficiencies identified specific to the control activities coso element constitute material weaknesses, either individually or in the aggregate, relating to. the operation of control activities and general information technology controls that contribute to the mitigation of risks and support achievement of objectives for a sufficient period of time during the year ended december 31, 2019 and (ii) deploying control activities through policies that establish what is expected and procedures that put policies into action.",control activities the control deficiencies identified specific to the control activities coso element constitute material weaknesses either individually or in the aggregate relating to the operation of control activities and general information technology controls that contribute to the mitigation of risks and support achievement of objectives for a sufficient period of time during the year ended <month> <num> <year> and ii deploying control activities through policies that establish what is expected and procedures that put policies into action,201,0,0,B,0,other,0,1,0,False,False,12.0,0,0,test,A,0.748423233238935,0.081503297983533,0.170073468777532,0.748423233238935,0.578349764461403,1,0,e5_logreg,disagreement,96
1593,0001376339_2019_4,60,"the company is enhancing the design and adherence to controls addressing the accuracy and completeness of the accounting for income taxes, including retention of evidence of review and review of significant judgements to ensure proper application of gaap.",the company is enhancing the design and adherence to controls addressing the accuracy and completeness of the accounting for income taxes including retention of evidence of review and review of significant judgements to ensure proper application of gaap,2019-12-31,1376339,"the company is enhancing its financial close process by formalizing its accounting policies, introducing additional layers of independent reviews by appropriately qualified individuals, improving the precision and timeliness of reviews applied to various financial result analyses, and providing required education and training to the members of the finance department.",the company is enhancing its financial close process by formalizing its accounting policies introducing additional layers of independent reviews by appropriately qualified individuals improving the precision and timeliness of reviews applied to various financial result analyses and providing required education and training to the members of the finance department,253,0,0,B,0,other,0,1,0,False,False,12.0,0,0,test,B,0.0030989459922216,0.845501415955955,0.1513996380518235,0.845501415955955,0.6941017779041314,0,1,e5_logreg,diversity,97
1629,0000811830_2022_4,8,"the acquisition of pch resulted in the exclusion from management's reporting on internal control over financial reporting of $15.7 billion of assets, or 9.3% of our total assets, at december 31, 2022 and $817.2 million of interest and non-interest income, or 6.7% of our total interest and non-interest income, for the year ended december 31, 2022.",the acquisition of pch resulted in the exclusion from management s reporting on internal control over financial reporting of $ <num> <num> billion of assets or <num> <num> of our total assets at <month> <num> <year> and $ <num> <num> million of interest and non interest income or <num> <num> of our total interest and non interest income for the year ended <month> <num> <year>,2022-12-31,811830,we will continue to evaluate the effectiveness of internal control over financial reporting as we complete the integration of pch.,we will continue to evaluate the effectiveness of internal control over financial reporting as we complete the integration of pch,378,0,0,A,0,other,1,0,0,False,False,,0,0,trainval,C,0.108093187918691,0.0999408021800863,0.7919660099012226,0.7919660099012226,0.6838728219825315,1,0,e5_logreg,diversity,98
1632,0000811830_2022_4,12,"additionally, an immaterial error was identified related to the classification of cash flows associated with lease transfer activities for the quarterly period ending march 31, 2022.",additionally an immaterial error was identified related to the classification of cash flows associated with lease transfer activities for the quarterly period ending <month> <num> <year>,2022-12-31,811830,"this material weakness resulted in material misstatements to the classification of cash flows associated with lhfs and lhfi within the scf which resulted in the restatement of the consolidated financial statements as of and for the quarterly periods ending march 31, june 30 and september 30, 2021.",this material weakness resulted in material misstatements to the classification of cash flows associated with lhfs and lhfi within the scf which resulted in the restatement of the consolidated financial statements as of and for the quarterly periods ending <month> <num> <month> <num> and <month> <num> <year>,186,0,0,C,0,background,0,0,0,False,False,,0,1,trainval,A,0.4868939574609228,0.0851459184512483,0.4279601240878288,0.4868939574609228,0.0589338333730939,1,0,e5_logreg,disagreement,99
1635,0001395942_2022_4,14,misstatements of quarterly periods in 2022 are in the process of being restated and there was no impact on prior years’ financial statements as a result of these control deficiencies.,misstatements of quarterly periods in <year> are in the process of being restated and there was no impact on prior years financial statements as a result of these control deficiencies,2022-12-31,1395942,"misstatements of operating cash flows between continuing and discontinued operations and between operating and financing cash flows for payment of contingent consideration were corrected for the year-ended december 31, 2022 prior to the issuance of this annual report on form 10-k.",misstatements of operating cash flows between continuing and discontinued operations and between operating and financing cash flows for payment of contingent consideration were corrected for the year ended <month> <num> <year> prior to the issuance of this annual report on form <num> k,183,0,0,A,0,other,1,0,0,False,False,,0,0,test,B,0.4219487380346969,0.4227294315812311,0.1553218303840718,0.4227294315812311,0.0007806935465342,1,0,e5_logreg,margin,100
