row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank
1120,0001624322_2024_4,2,our internal control over financial reporting is a process designed under the supervision of our principal executive officer and our principal financial officer to provide reasonable assurance regarding the reliability of the financial reporting and preparation of our financial statements for external purposes in accordance with gaap.,our internal control over financial reporting is a process designed under the supervision of our principal executive officer and our principal financial officer to provide reasonable assurance regarding the reliability of the financial reporting and preparation of our financial statements for external purposes in accordance with gaap,2024-12-31,1624322,,,335,0,0,OTHER,0,background,0,0,0,False,False,21.0,0,1,trainval,OTHER,0.0188048994998938,0.4823684498443029,0.4988266506558032,0.4988266506558032,0.0164582008115003,1,0,e5_logreg,margin,78
1202,0000929940_2007_4,64,hire additional personnel in regional finance and revenue accounting with expertise in software revenue recognition;.,hire additional personnel in regional finance and revenue accounting with expertise in software revenue recognition,2007-06-30,929940,"increase the frequency, scope and tracking of training on revenue recognition for our sales and services organizations, executive management, regional finance, accounting and operations personnel;.",increase the frequency scope and tracking of training on revenue recognition for our sales and services organizations executive management regional finance accounting and operations personnel,115,1,0,REMEDIATION,0,other,0,1,0,False,False,37.0,0,0,trainval,REMEDIATION,0.0570961800662534,0.9283866484785824,0.014517171455164,0.9283866484785824,0.8712904684123292,0,1,e5_logreg,diversity,79
1261,0001504747_2014_4,39,"&#9679; management will perform a comprehensive review to re-evaluate our activities related to internal control over financial reporting, including monitoring controls related to the operating effectiveness, timeliness and communication of certain control activities.",<year> management will perform a comprehensive review to re evaluate our activities related to internal control over financial reporting including monitoring controls related to the operating effectiveness timeliness and communication of certain control activities,2014-12-31,1504747,&#9679; management continues to implement controls over user access and change management related to the field-level information technology systems.,<year> management continues to implement controls over user access and change management related to the field level information technology systems,264,0,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,REMEDIATION,0.0182763449120381,0.7289009504417786,0.2528227046461832,0.7289009504417786,0.4760782457955954,1,0,e5_logreg,disagreement,80
1280,0001296205_2016_4,3,"internal control over financial reporting includes those policies and procedures that. &#9679;pertain to the maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of our assets; &#9679;provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with generally accepted accounting principles and our receipts and expenditures are being made only in accordance with authorization of our management and directors; and &#9679;provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use or disposition of assets that could have a material effect on our consolidated financial statements.",internal control over financial reporting includes those policies and procedures that <year> pertain to the maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of our assets <year> provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with generally accepted accounting principles and our receipts and expenditures are being made only in accordance with authorization of our management and directors and <year> provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition use or disposition of assets that could have a material effect on our consolidated financial statements,2016-12-31,1296205,management’s report on internal control over financial reporting (amounts in thousands) our management is responsible for establishing and maintaining adequate internal control over financial reporting as defined in rule 13a-15. under the exchange act.,management s report on internal control over financial reporting amounts in thousands our management is responsible for establishing and maintaining adequate internal control over financial reporting as defined in rule 13a <num> under the exchange act,752,0,0,OTHER,0,background,0,0,0,False,False,14.0,0,1,trainval,OTHER,0.088951524844038,0.4392929243858923,0.4717555507700695,0.4717555507700695,0.0324626263841771,1,0,e5_logreg,margin,81
1293,0001326380_2019_4,10,"these control deficiencies constitute material weaknesses, either individually or in the aggregate, relating to. selecting and developing control activities that contribute to the mitigation of risks to the achievement of objectives to acceptable levels, (ii) selecting and developing control activities over information technology that contribute to the mitigation of risks and support achievement of objectives and (iii) deploying information technology control activities through policies that establish what is expected and procedures that put policies into action.",these control deficiencies constitute material weaknesses either individually or in the aggregate relating to selecting and developing control activities that contribute to the mitigation of risks to the achievement of objectives to acceptable levels ii selecting and developing control activities over information technology that contribute to the mitigation of risks and support achievement of objectives and iii deploying information technology control activities through policies that establish what is expected and procedures that put policies into action,2019-02-02,1326380,we have identified design and operating effectiveness deficiencies that constitute a material weakness in the principles associated with the control activities component of the coso framework.,we have identified design and operating effectiveness deficiencies that constitute a material weakness in the principles associated with the control activities component of the coso framework,560,0,1,OTHER,0,background,0,0,0,True,False,16.0,0,1,test,REMEDIATION,0.4357014992876818,0.4788178505219667,0.0854806501903514,0.4788178505219667,0.0431163512342849,1,0,e5_logreg,margin,82
1299,0000834285_2021_4,4,"the company’s internal control over financial reporting includes those policies and procedures that. &#9679; pertain to the maintenance of records that, in reasonable detail, accurately and fairly reflect the transactions and dispositions of the company’s assets; &#9679; provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with u.s. generally accepted accounting procedures; &#9679; provide reasonable assurance that receipts and expenditures of the company are being made only in accordance with authorizations of management and directors of the company; and &#9679; provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use or disposition of the company’s assets that could have a material effect on the financial statements.",the company s internal control over financial reporting includes those policies and procedures that <year> pertain to the maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of the company s assets <year> provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with u s generally accepted accounting procedures <year> provide reasonable assurance that receipts and expenditures of the company are being made only in accordance with authorizations of management and directors of the company and <year> provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition use or disposition of the company s assets that could have a material effect on the financial statements,2021-12-31,834285,,,841,0,0,OTHER,0,background,0,0,0,False,False,26.0,0,1,trainval,REMEDIATION,0.0553480781300072,0.489141011762457,0.4555109101075357,0.489141011762457,0.0336301016549213,1,0,e5_logreg,margin,83
1314,0000834285_2021_4,28,the following changes are contributing to the ongoing remediation. &#9679; the appointment of harry d.,the following changes are contributing to the ongoing remediation <year> the appointment of harry d,2021-12-31,834285,"the material weaknesses will not be considered fully remediated until the enhanced controls are fully implemented and operate for a sufficient period of time and management has concluded, through testing, that these controls are operating effectively.",the material weaknesses will not be considered fully remediated until the enhanced controls are fully implemented and operate for a sufficient period of time and management has concluded through testing that these controls are operating effectively,99,1,0,REMEDIATION,0,other,0,1,0,False,True,26.0,0,0,trainval,OTHER,0.0049458194263033,0.4860264276934296,0.509027752880267,0.509027752880267,0.0230013251868374,1,0,e5_logreg,margin,84
1332,0000835011_2006_4,16,"in fiscal 2006, the company spent approximately $21 million on such materials at these two facilities.",in fiscal <year> the company spent approximately $ <num> million on such materials at these two facilities,2006-06-30,835011,"the significant deficiencies involve controls over the purchase and management of maintenance materials, chemicals and supplies at our atchison, kansas and pekin, illinois facilities.",the significant deficiencies involve controls over the purchase and management of maintenance materials chemicals and supplies at our atchison kansas and pekin illinois facilities,106,1,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,OTHER,0.2672017822668456,0.1620892512025749,0.5707089665305795,0.5707089665305795,0.3035071842637338,1,0,e5_logreg,disagreement,85
1347,0000835011_2006_4,32,"although the stockroom is physically secured through the use of installed card scanners, stockroom requisition forms are not consistently completed by employees when checking items out of the stockroom.",although the stockroom is physically secured through the use of installed card scanners stockroom requisition forms are not consistently completed by employees when checking items out of the stockroom,2006-06-30,835011,"management has determined that the pekin, illinois facility does not maintain consistently applied control activities in regards to the issuance of stockroom materials from its main stockroom facility.",management has determined that the pekin illinois facility does not maintain consistently applied control activities in regards to the issuance of stockroom materials from its main stockroom facility,200,0,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,ISSUE,0.7661881345047732,0.1797839576108453,0.0540279078843816,0.7661881345047732,0.5864041768939279,0,1,e5_logreg,disagreement,86
1357,0000835011_2006_4,42,the cfo has performed this review throughout the fiscal year.,the cfo has performed this review throughout the fiscal year,2006-06-30,835011,"· management has performed monthly analyses of the maintenance and electrical materials and chemicals accounts where significant variances are researched, resolved and documented.",management has performed monthly analyses of the maintenance and electrical materials and chemicals accounts where significant variances are researched resolved and documented,60,1,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,REMEDIATION,0.0203046440770593,0.490869354013056,0.4888260019098846,0.490869354013056,0.0020433521031714,1,0,e5_logreg,margin,87
1366,0000835011_2006_4,51,the delay in implementation of erp has had a significant impact on our ability to fully remediate other significant deficiencies noted in our fiscal year 2005 10k report.,the delay in implementation of erp has had a significant impact on our ability to fully remediate other significant deficiencies noted in our fiscal year <year> 10k report,2006-06-30,835011,"if we conclude that the other corrective actions outlined in “remedies” below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison, we may not take this step at this time.",if we conclude that the other corrective actions outlined in remedies below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison we <month> not take this step at this time,171,0,0,REMEDIATION,0,other,0,1,0,False,True,43.0,0,0,test,ISSUE,0.8038469102208988,0.064095832581231,0.1320572571978701,0.8038469102208988,0.6717896530230287,0,1,e5_logreg,disagreement,88
1404,0001604778_2016_4,2,"our internal control over financial reporting is a process designed by and under the supervision of our chief executive officer and chief financial officer and effected by our management and other personnel, to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external purposes in accordance with u.s. generally accepted accounting principles.",our internal control over financial reporting is a process designed by and under the supervision of our chief executive officer and chief financial officer and effected by our management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external purposes in accordance with u s generally accepted accounting principles,2016-04-02,1604778,,,430,0,0,OTHER,0,background,0,0,0,False,False,11.0,0,1,trainval,REMEDIATION,0.0267576383517447,0.538420126238742,0.4348222354095132,0.538420126238742,0.1035978908292287,1,0,e5_logreg,disagreement,89
1441,0001680062_2022_4,18,"continue engagement with an outside firm to assist management with . designing and maintaining effective risk assessment procedures and monitoring activities, (ii) reviewing our current processes, procedures, and systems and assessing the design of controls to identify opportunities to enhance the design of controls that would address relevant risks identified by management to assure the operating effectiveness of internal control over financial reporting, and (iii) enhancing and implementing protocols to retain sufficient documentary evidence of operating effectiveness of such controls.",continue engagement with an outside firm to assist management with designing and maintaining effective risk assessment procedures and monitoring activities ii reviewing our current processes procedures and systems and assessing the design of controls to identify opportunities to enhance the design of controls that would address relevant risks identified by management to assure the operating effectiveness of internal control over financial reporting and iii enhancing and implementing protocols to retain sufficient documentary evidence of operating effectiveness of such controls,2022-12-31,1680062,our internal control remediation efforts include the following.,our internal control remediation efforts include the following,583,0,0,REMEDIATION,0,other,0,1,0,False,False,16.0,0,0,trainval,REMEDIATION,0.0070906752919526,0.8597273774328609,0.1331819472751864,0.8597273774328609,0.7265454301576745,0,1,e5_logreg,random,90
1445,0001680062_2022_4,23,management believes the planned remediation will improve the effectiveness of our internal control over financial reporting.,management believes the planned remediation will improve the effectiveness of our internal control over financial reporting,2022-12-31,1680062,"restrict and monitor user access controls to ensure appropriate segregation of duties and adequately restrict user and privileged access of applications, programs, and data to appropriate personnel, implement computer operations controls to ensure that critical information is monitored, and data backups are authorized and monitored, establish appropriate controls to evaluate automated controls, and design and monitor appropriate controls to validate the completeness and accuracy of key reports used within controls across substantially all financial statement areas.",restrict and monitor user access controls to ensure appropriate segregation of duties and adequately restrict user and privileged access of applications programs and data to appropriate personnel implement computer operations controls to ensure that critical information is monitored and data backups are authorized and monitored establish appropriate controls to evaluate automated controls and design and monitor appropriate controls to validate the completeness and accuracy of key reports used within controls across substantially all financial statement areas,123,1,0,REMEDIATION,0,other,0,1,0,False,True,16.0,0,0,trainval,OTHER,0.0033966167628564,0.4826331039428611,0.5139702792942825,0.5139702792942825,0.0313371753514214,1,0,e5_logreg,margin,91
1479,0000850209_2009_4,15,"in response to the identified material weaknesses, management has identified several enhancements to the company’s internal control over financial reporting to remediate the material weakness described above.",in response to the identified material weaknesses management has identified several enhancements to the company s internal control over financial reporting to remediate the material weakness described above,2009-01-31,850209,"as a result, there were errors in the aforementioned tax accounts in the preliminary consolidated financial statements that were corrected prior to issuance of the company’s consolidated financial statements.",as a result there were errors in the aforementioned tax accounts in the preliminary consolidated financial statements that were corrected prior to issuance of the company s consolidated financial statements,206,0,1,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,trainval,OTHER,0.119594152370801,0.4322151517752608,0.4481906958539383,0.4481906958539383,0.0159755440786774,1,0,e5_logreg,margin,92
1510,0000790703_2013_4,41,these actions include the following.,these actions include the following,2013-01-31,790703,remedial actions.,remedial actions,35,1,1,REMEDIATION,0,other,0,1,0,False,False,39.0,0,0,test,REMEDIATION,0.0107108618036177,0.5069063514250597,0.4823827867713224,0.5069063514250597,0.0245235646537372,1,0,e5_logreg,margin,93
1540,0000315545_2016_4,40,a subsequent investigation conducted by a special committee of the board of directors regarding mr.,a subsequent investigation conducted by a special committee of the board of directors regarding mr,2016-12-31,315545,dees during this period appear to have been altered.,dees during this period appear to have been altered,98,1,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,trainval,REMEDIATION,0.0597463178330974,0.4923589346705368,0.4478947474963657,0.4923589346705368,0.044464187174171,1,0,e5_logreg,margin,94
1547,0000315545_2016_4,47,established a policy so travel advances are no longer permitted; and .,established a policy so travel advances are no longer permitted and,2016-12-31,315545,"adopted a control enhancement to require the provision of all invoice copies along with the check register for appropriate approval, including all travel reimbursements separately approved; .",adopted a control enhancement to require the provision of all invoice copies along with the check register for appropriate approval including all travel reimbursements separately approved,67,1,0,REMEDIATION,0,other,0,1,0,False,False,43.0,0,0,trainval,OTHER,0.2453354287874647,0.3644941153792312,0.390170455833304,0.390170455833304,0.0256763404540728,1,0,e5_logreg,margin,95
1553,0001376339_2019_4,9,"the company previously disclosed material weaknesses in internal control over financial reporting as of december 31, 2018 in our annual report on form 10-k for the year ended december 31, 2018.",the company previously disclosed material weaknesses in internal control over financial reporting as of <month> <num> <year> in our annual report on form <num> k for the year ended <month> <num> <year>,2019-12-31,1376339,,,201,0,0,OTHER,0,status,0,0,0,False,False,12.0,0,1,test,OTHER,0.487560315674498,0.0025779385104555,0.5098617458150465,0.5098617458150465,0.0223014301405484,1,0,e5_logreg,margin,96
1561,0001376339_2019_4,19,"control activities the control deficiencies identified specific to the control activities coso element constitute material weaknesses, either individually or in the aggregate, relating to. the operation of control activities and general information technology controls that contribute to the mitigation of risks and support achievement of objectives for a sufficient period of time during the year ended december 31, 2019 and (ii) deploying control activities through policies that establish what is expected and procedures that put policies into action.",control activities the control deficiencies identified specific to the control activities coso element constitute material weaknesses either individually or in the aggregate relating to the operation of control activities and general information technology controls that contribute to the mitigation of risks and support achievement of objectives for a sufficient period of time during the year ended <month> <num> <year> and ii deploying control activities through policies that establish what is expected and procedures that put policies into action,2019-12-31,1376339,"specifically, the company identified control deficiencies that constitute material weaknesses, either individually or in the aggregate, relating to. appropriate organizational structure, reporting lines, and authority and responsibilities in pursuit of objectives, and (ii) holding individuals accountable for their internal control related responsibilities.",specifically the company identified control deficiencies that constitute material weaknesses either individually or in the aggregate relating to appropriate organizational structure reporting lines and authority and responsibilities in pursuit of objectives and ii holding individuals accountable for their internal control related responsibilities,551,0,0,REMEDIATION,0,other,0,1,0,True,False,12.0,0,0,test,OTHER,0.302284585817145,0.2753183474202432,0.4223970667626117,0.4223970667626117,0.1201124809454667,1,0,e5_logreg,disagreement,97
1575,0001376339_2019_4,36,"with continued oversight from the audit committee, the company's management has designed and begun implementing changes in processes and controls to remediate the material weaknesses described above and has 80 improved the company's internal control over financial reporting as follows.",with continued oversight from the audit committee the company s management has designed and begun implementing changes in processes and controls to remediate the material weaknesses described above and has <num> improved the company s internal control over financial reporting as follows,2019-12-31,1376339,"the material weaknesses cannot be considered completely remediated until the applicable controls have operated for a sufficient period of time and management has concluded, through testing, that these controls are operating effectively.",the material weaknesses cannot be considered completely remediated until the applicable controls have operated for a sufficient period of time and management has concluded through testing that these controls are operating effectively,287,0,0,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,test,REMEDIATION,0.0114312897397479,0.6891720227135606,0.2993966875466916,0.6891720227135606,0.3897753351668689,1,0,e5_logreg,diversity,98
1590,0001376339_2019_4,57,this review included the identification of internal control deficiencies and the development of remediation plans for each identified deficiency.,this review included the identification of internal control deficiencies and the development of remediation plans for each identified deficiency,2019-12-31,1376339,management collaborated with outside consultants possessing significant financial reporting and internal control expertise to perform an extensive review of the design of the company's internal controls over financial reporting.,management collaborated with outside consultants possessing significant financial reporting and internal control expertise to perform an extensive review of the design of the company s internal controls over financial reporting,144,0,1,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,test,REMEDIATION,0.1909033008159799,0.574536280538363,0.2345604186456569,0.574536280538363,0.3399758618927061,1,0,e5_logreg,disagreement,99
1623,0001376339_2019_4,93,"management established a framework for identifying, communicating and remediating internal control deficiencies, which includes appropriate escalation of issues to appropriate stakeholders in the internal control framework and communication of remediation status, as relevant, to the board of directors on a regular basis.",management established a framework for identifying communicating and remediating internal control deficiencies which includes appropriate escalation of issues to appropriate stakeholders in the internal control framework and communication of remediation status as relevant to the board of directors on a regular basis,2019-12-31,1376339,"the internal audit department identified and hired internal resources with the appropriate level of competency, who are tasked with continually evaluating and monitoring the effectiveness of the company's internal controls over financial reporting.",the internal audit department identified and hired internal resources with the appropriate level of competency who are tasked with continually evaluating and monitoring the effectiveness of the company s internal controls over financial reporting,317,0,0,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,test,REMEDIATION,0.015807371050239,0.4924712153103012,0.4917214136394598,0.4924712153103012,0.0007498016708413,1,0,e5_logreg,margin,100
