row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
832,0000874734_2005_4,12,"as a result of this matter and to reduce the risk of recurrence, certain additional review procedures were instituted effective with the preparation of the financial statements for the quarter ended september 30, 2005.",as a result of this matter and to reduce the risk of recurrence certain additional review procedures were instituted effective with the preparation of the financial statements for the quarter ended <month> <num> <year>,2005-12-31,874734,"specifically, sufficient review, investigation and follow-up on underlying account analyses were not performed pursuant to established procedures.",specifically sufficient review investigation and follow up on underlying account analyses were not performed pursuant to established procedures,218,0,1,OTHER,0,effect,0,0,0,False,False,22.0,0,1,trainval,REMEDIATION,0.2536793467021497,0.608650796120939,0.1376698571769113,0.608650796120939,0.3549714494187893,0,1,e5_logreg,diversity,45,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
870,0001159281_2014_4,9,their report appears elsewhere herein.,their report appears elsewhere herein,2014-12-31,1159281,"mcgladrey llp, the independent registered public accounting firm that audited the consolidated financial statements included in this annual report on form 10&#8209;k, has issued an attestation report on our internal control over financial reporting.",mcgladrey llp the independent registered public accounting firm that audited the consolidated financial statements included in this annual report on form <num> <year> k has issued an attestation report on our internal control over financial reporting,37,1,0,OTHER,0,background,0,0,0,False,False,10.0,0,1,trainval,OTHER,0.1133165896611426,0.071484959423495,0.8151984509153624,0.8151984509153624,0.7018818612542198,1,0,e5_logreg,diversity,46,OTHER,0,0,attestation,codex_round2_final,guideline_v1_1_round2_final,attestation report placement sentence
875,0001069899_2020_4,1,"management’s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting as described in rules 13a-15. and 15d-15. under the securities exchange act of 1934, as amended, or the exchange act.",management s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting as described in rules 13a <num> and 15d <num> under the securities exchange act of <year> as amended or the exchange act,2020-06-30,1069899,,,299,0,0,OTHER,0,background,0,0,0,False,False,18.0,0,1,trainval,OTHER,0.0480195074229715,0.2430907038993323,0.7088897886776961,0.7088897886776961,0.4657990847783637,1,0,e5_logreg,random,47,OTHER,0,0,background,codex_round2_final,guideline_v1_1_round2_final,management report responsibility statement
905,0000077281_2021_4,18,management’s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during 2022.,management s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during <year>,2021-12-31,77281,kpmg llp’s report appears on page f-3 in this annual report on form 10-k.,kpmg llp s report appears on page f <num> in this annual report on form <num> k,220,0,0,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,trainval,OTHER,0.0020111926305274,0.4748237552178458,0.5231650521516268,0.5231650521516268,0.0483412969337809,1,0,e5_logreg,margin,49,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,general commitment to remediation progress
906,0000077281_2021_4,19,"during 2021, we undertook activities aimed at the remediation of the material weakness identified as of december 31, 2020.",during <year> we undertook activities aimed at the remediation of the material weakness identified as of <month> <num> <year>,2021-12-31,77281,management’s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during 2022.,management s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during <year>,125,1,0,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,trainval,OTHER,0.2309058739091209,0.0450592595083759,0.7240348665825032,0.7240348665825032,0.4931289926733821,1,0,e5_logreg,diversity,50,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,generic remediation activity summary
933,0001494259_2022_4,24,"management subsequently evaluated the additional control deficiencies, status of remediation, and the material weakness which exists as of december 31, 2022, and enhanced the previous remediation plan.",management subsequently evaluated the additional control deficiencies status of remediation and the material weakness which exists as of <month> <num> <year> and enhanced the previous remediation plan,2022-12-31,1494259,"management, with the oversight of the audit committee of our board of directors, evaluated the material weakness identified during the second quarter of 2022, and implemented a remediation plan to address the material weakness and enhance our control environment.",management with the oversight of the audit committee of our board of directors evaluated the material weakness identified during the second quarter of <year> and implemented a remediation plan to address the material weakness and enhance our control environment,200,0,0,REMEDIATION,0,other,0,1,0,False,True,8.0,0,0,trainval,REMEDIATION,0.137515791657494,0.4527396808930526,0.4097445274494533,0.4527396808930526,0.0429951534435992,1,0,e5_logreg,margin,52,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,management enhanced prior remediation plan
994,0000096831_2006_4,10,"additionally, this control deficiency could result in a misstatement of the aforementioned accounts that would result in a material misstatement of our interim and annual consolidated financial statements that would not be prevented or detected.",additionally this control deficiency could result in a misstatement of the aforementioned accounts that would result in a material misstatement of our interim and annual consolidated financial statements that would not be prevented or detected,2006-12-31,96831,"this control deficiency resulted in the restatement of our 2005 quarterly consolidated financial statements, the consolidated financial statements for the first and second quarters of 2006 and adjustments to the consolidated financial statements for the third quarter of 2006, affecting accrued liabilities, tax expense (benefit), and income from discontinued operations, net of tax.",this control deficiency resulted in the restatement of our <year> quarterly consolidated financial statements the consolidated financial statements for the first and second quarters of <year> and adjustments to the consolidated financial statements for the third quarter of <year> affecting accrued liabilities tax expense benefit and income from discontinued operations net of tax,243,0,0,ISSUE,0,other,1,0,0,False,False,,0,0,trainval,ISSUE,0.9624057311014358,0.0024521936257711,0.035142075272793,0.9624057311014358,0.9272636558286428,0,1,e5_logreg,diversity,55,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1010,0000798081_2009_4,32,"in addition, in july 2008, an internal auditor was hired in china who will report directly to the us corporate internal audit department and who will work closely with us management.",in addition in <month> <year> an internal auditor was hired in china who will report directly to the us corporate internal audit department and who will work closely with us management,2009-01-31,798081,"further, us corporate management is now also reviewing the china gaap financial statements.",further us corporate management is now also reviewing the china gaap financial statements,184,0,0,REMEDIATION,0,other,0,1,0,False,False,13.0,0,0,trainval,REMEDIATION,0.0091161192482072,0.5135813078397703,0.4773025729120224,0.5135813078397703,0.0362787349277479,1,0,e5_logreg,margin,56,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1016,0001129633_2015_4,2,"internal control over financial reporting is defined as a process designed by or under the supervision of the company’s principal executive and principal financial officers or persons performing similar functions, and effected by the company’s board of directors, management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external reporting purposes in accordance with u.s.",internal control over financial reporting is defined as a process designed by or under the supervision of the company s principal executive and principal financial officers or persons performing similar functions and effected by the company s board of directors management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external reporting purposes in accordance with u s,2015-12-31,1129633,,,485,0,0,OTHER,0,background,0,0,0,False,False,9.0,0,1,test,REMEDIATION,0.0330866378036294,0.5021839461023224,0.4647294160940481,0.5021839461023224,0.0374545300082743,1,0,e5_logreg,margin,57,OTHER,0,0,background,codex_round2_final,guideline_v1_1_round2_final,definition/framework text
1023,0001129633_2015_4,22,this report states that internal control over financial reporting was not effective and appears on page 80 of this annual report on form 10-k.,this report states that internal control over financial reporting was not effective and appears on page <num> of this annual report on form <num> k,2015-12-31,1129633,"the company’s independent registered public accounting firm, kpmg llp, who audited the consolidated financial statements included in this annual report on form 10-k, has issued a report on the effectiveness of management’s internal control over financial reporting as of december 31, 2015.",the company s independent registered public accounting firm kpmg llp who audited the consolidated financial statements included in this annual report on form <num> k has issued a report on the effectiveness of management s internal control over financial reporting as of <month> <num> <year>,147,0,1,REMEDIATION,0,other,0,1,0,True,False,9.0,0,0,test,OTHER,0.4778879662991011,0.0013386750747327,0.5207733586261662,0.5207733586261662,0.0428853923270651,1,0,e5_logreg,margin,58,OTHER,0,0,attestation,codex_round2_final,guideline_v1_1_round2_final,auditor report content statement
1028,0001129633_2015_4,29,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations.,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0095831614569714,0.317959054270746,0.6724577842722826,0.6724577842722826,0.3544987300015366,1,0,e5_logreg,diversity,59,OTHER,0,1,other,codex_round2_final,guideline_v1_1_round2_final,lead-in header for remediation list
1032,0001129633_2015_4,33,insufficient complement of personnel with a level of u.s.,insufficient complement of personnel with a level of u s,2015-12-31,1129633,&#9702; the company made revisions to the balance sheet account reconciliation policy to better align the reconciliation controls with the risks that the company identified both in the financial statements and the reconciliation process.,<year> the company made revisions to the balance sheet account reconciliation policy to better align the reconciliation controls with the risks that the company identified both in the financial statements and the reconciliation process,56,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,ISSUE,0.5753059216533262,0.0151275982905469,0.4095664800561269,0.5753059216533262,0.1657394415971992,1,0,e5_logreg,random,60,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1088,0001129633_2015_4,90,&#9702; implemented monitoring controls to validate appropriate granting and removal of access.,<year> implemented monitoring controls to validate appropriate granting and removal of access,2015-12-31,1129633,&#9702; enhanced internal control over the request and approval of system access to key applications and system infrastructure.,<year> enhanced internal control over the request and approval of system access to key applications and system infrastructure,93,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,OTHER,0.0094043925065481,0.3739866243913117,0.6166089831021402,0.6166089831021402,0.2426223587108285,1,0,e5_logreg,random,63,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1089,0001129633_2015_4,91,&#9702; enhanced the company’s annual access review controls.,<year> enhanced the company s annual access review controls,2015-12-31,1129633,&#9702; implemented monitoring controls to validate appropriate granting and removal of access.,<year> implemented monitoring controls to validate appropriate granting and removal of access,59,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,REMEDIATION,0.0125031198056325,0.6268371062209944,0.3606597739733729,0.6268371062209944,0.2661773322476214,0,1,e5_logreg,random,64,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1132,0001624322_2024_4,22,"as management is responsible for maintaining effective internal control over financial reporting, and for the assessment of the effectiveness of internal control over financial reporting, we understand the importance of developing a remediation plan with our third party service provider that is aligned with management and overseen by the audit committee of our board of directors.",as management is responsible for maintaining effective internal control over financial reporting and for the assessment of the effectiveness of internal control over financial reporting we understand the importance of developing a remediation plan with our third party service provider that is aligned with management and overseen by the audit committee of our board of directors,2024-12-31,1624322,"management’s remediation plan as noted above, during management’s assessment of internal control over financial reporting, a material weakness was identified related to the design and operation of itgcs at our third party service provider.",management s remediation plan as noted above during management s assessment of internal control over financial reporting a material weakness was identified related to the design and operation of itgcs at our third party service provider,379,0,0,REMEDIATION,0,other,0,1,0,False,True,21.0,0,0,trainval,REMEDIATION,0.0101279921421142,0.6084383424541849,0.3814336654037009,0.6084383424541849,0.227004677050484,0,1,e5_logreg,random,67,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,plan-development commitment statement
1134,0001624322_2024_4,24,the identified material weakness in our internal control over financial reporting will not be considered remediated until the remediated controls operate for a sufficient period of time and can be tested and concluded by management to be designed and operating effectively.,the identified material weakness in our internal control over financial reporting will not be considered remediated until the remediated controls operate for a sufficient period of time and can be tested and concluded by management to be designed and operating effectively,2024-12-31,1624322,"management, with the oversight of the audit committee of our board of directors, is committed to maintaining a strong internal control environment, and has taken, and will continue to take, actions necessary to remediate the material weakness.",management with the oversight of the audit committee of our board of directors is committed to maintaining a strong internal control environment and has taken and will continue to take actions necessary to remediate the material weakness,272,0,0,REMEDIATION,0,other,0,1,0,False,True,21.0,0,0,trainval,OTHER,0.4086319781475128,0.0445786634729825,0.5467893583795046,0.5467893583795046,0.1381573802319918,1,0,e5_logreg,diversity,68,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,remediation not yet complete until testing
1138,0001624322_2024_4,28,"in addition, management will report the progress and status of our remediation efforts to the audit committee of our board of directors on a periodic basis.",in addition management will report the progress and status of our remediation efforts to the audit committee of our board of directors on a periodic basis,2024-12-31,1624322,"as we continue to evaluate operating effectiveness and monitor improvements to our internal control over financial reporting, we may take additional measures to address control deficiencies or modify our remediation efforts.",as we continue to evaluate operating effectiveness and monitor improvements to our internal control over financial reporting we <month> take additional measures to address control deficiencies or modify our remediation efforts,154,0,0,REMEDIATION,0,other,0,1,0,False,True,21.0,0,0,trainval,REMEDIATION,0.0088687824394979,0.5160802160706227,0.4750510014898794,0.5160802160706227,0.0410292145807432,1,0,e5_logreg,margin,69,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1179,0000929940_2007_4,40,"although the remedial measures implemented and reported in prior quarters improved our internal control over financial reporting in certain respects, our processes and systems require further improvement and are dependent upon the training and effectiveness of a number of qualified finance and accounting staff that were hired in the fiscal year.",although the remedial measures implemented and reported in prior quarters improved our internal control over financial reporting in certain respects our processes and systems require further improvement and are dependent upon the training and effectiveness of a number of qualified finance and accounting staff that were hired in the fiscal year,2007-06-30,929940,"during the quarter ended june 30, 2007, no additional changes were identified to our internal control over financial reporting that materially affected, or were reasonably likely to materially affect, our internal control over financial reporting except for the material weaknesses related to the accounting for transfers of customer installments and accounts receivables under receivable sale facilities and recognition of revenue discussed above.",during the quarter ended <month> <num> <year> no additional changes were identified to our internal control over financial reporting that materially affected or were reasonably likely to materially affect our internal control over financial reporting except for the material weaknesses related to the accounting for transfers of customer installments and accounts receivables under receivable sale facilities and recognition of revenue discussed above,345,0,0,REMEDIATION,0,other,0,1,0,False,True,37.0,0,0,trainval,REMEDIATION,0.0689614329103914,0.8866863602470486,0.0443522068425599,0.8866863602470486,0.8177249273366571,0,1,e5_logreg,diversity,71,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,remaining process improvement gap after prior measures
1190,0000929940_2007_4,52,further simplify the legal entity structure; and.,further simplify the legal entity structure and,2007-06-30,929940,assess the adequacy of the systems and procedures used to track and account for stock-based awards;.,assess the adequacy of the systems and procedures used to track and account for stock based awards,47,1,0,REMEDIATION,0,other,0,1,0,False,False,37.0,0,0,trainval,OTHER,0.0362292723098673,0.4609912257669529,0.5027795019231797,0.5027795019231797,0.0417882761562267,1,0,e5_logreg,margin,72,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1232,0001087934_2014_4,19,we are evaluating and implementing controls to appropriately determine that the billing system and tax calculation engine are assessing state sales tax on certain of our products and services.,we are evaluating and implementing controls to appropriately determine that the billing system and tax calculation engine are assessing state sales tax on certain of our products and services,2014-12-31,1087934,"with the implementation of the new billing system, we are determining that the accounting professionals have the knowledge, experience and training to adequately configure the billing system to appropriately calculate and assess state sales tax on certain of our products and services.",with the implementation of the new billing system we are determining that the accounting professionals have the knowledge experience and training to adequately configure the billing system to appropriately calculate and assess state sales tax on certain of our products and services,191,0,0,REMEDIATION,0,other,0,1,0,False,False,13.0,0,0,trainval,REMEDIATION,0.0379575379663647,0.8974337565389069,0.0646087054947284,0.8974337565389069,0.8328250510441785,0,1,e5_logreg,random,74,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1239,0001504747_2014_4,11,"&#9679; we did not implement effective controls to properly account for the sale, disposal and movement of dish machines at customer locations and our own facilities, which resulted in substantial post-closing journal entries that our review process failed to identify.",<year> we did not implement effective controls to properly account for the sale disposal and movement of dish machines at customer locations and our own facilities which resulted in substantial post closing journal entries that our review process failed to identify,2014-12-31,1504747,&#9679; we did not maintain effective controls over certain control activities.,<year> we did not maintain effective controls over certain control activities,265,0,0,ISSUE,0,other,1,0,0,False,False,28.0,0,0,trainval,ISSUE,0.928378022283824,0.01177361236097,0.0598483653552059,0.928378022283824,0.8685296569286179,0,1,e5_logreg,random,76,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1244,0001504747_2014_4,16,"this review process did not identify the issues surrounding the accounting and recording for our dish machines, allowance for doubtful accounts, and non-routine transactions.",this review process did not identify the issues surrounding the accounting and recording for our dish machines allowance for doubtful accounts and non routine transactions,2014-12-31,1504747,&#9679; we did not develop and implement an overall financial reporting review process that encompassed all significant financial statement accounts or contained an appropriate level of precision.,<year> we did not develop and implement an overall financial reporting review process that encompassed all significant financial statement accounts or contained an appropriate level of precision,171,0,1,OTHER,0,background,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.9108977436398584,0.0251769697267958,0.0639252866333457,0.9108977436398584,0.8469724570065127,0,1,e5_logreg,diversity,77,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1284,0001296205_2016_4,10,"accordingly, management determined that our internal control over financial reporting are not effective as of december 31, 2016.",accordingly management determined that our internal control over financial reporting are not effective as of <month> <num> <year>,2016-12-31,1296205,"the control deficiencies described above resulted in a material overstatement of net sales and accounts receivable as of and for the year ended december 31, 2016, which was corrected by management prior to issuance of the 2016 consolidated financial statements in this annual report on form 10-k.",the control deficiencies described above resulted in a material overstatement of net sales and accounts receivable as of and for the year ended <month> <num> <year> which was corrected by management prior to issuance of the <year> consolidated financial statements in this annual report on form <num> k,129,1,1,OTHER,0,status,0,0,0,True,False,14.0,0,1,trainval,OTHER,0.4803398822961924,0.0018663288140092,0.5177937888897984,0.5177937888897984,0.037453906593606,1,0,e5_logreg,margin,78,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1294,0001326380_2019_4,11,"specifically, these control deficiencies primarily relate to end-user and privileged access to certain information technology systems that support our financial 36 reporting process.",specifically these control deficiencies primarily relate to end user and privileged access to certain information technology systems that support our financial <num> reporting process,2019-02-02,1326380,"these control deficiencies constitute material weaknesses, either individually or in the aggregate, relating to. selecting and developing control activities that contribute to the mitigation of risks to the achievement of objectives to acceptable levels, (ii) selecting and developing control activities over information technology that contribute to the mitigation of risks and support achievement of objectives and (iii) deploying information technology control activities through policies that establish what is expected and procedures that put policies into action.",these control deficiencies constitute material weaknesses either individually or in the aggregate relating to selecting and developing control activities that contribute to the mitigation of risks to the achievement of objectives to acceptable levels ii selecting and developing control activities over information technology that contribute to the mitigation of risks and support achievement of objectives and iii deploying information technology control activities through policies that establish what is expected and procedures that put policies into action,183,0,0,OTHER,0,background,0,0,0,False,False,16.0,0,1,test,ISSUE,0.7194257947869619,0.1441082709347965,0.1364659342782415,0.7194257947869619,0.5753175238521654,0,1,e5_logreg,random,81,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1298,0001326380_2019_4,23,"changes in internal control over financial reporting except for identification of the material weaknesses described above, there were no changes during the quarter ended february 2, 2019, in our internal control over financial reporting (as defined in rules 13a-15. or 15d-15. of the exchange act) that have materially affected, or are reasonably likely to materially affect, the company’s internal control over financial reporting.",changes in internal control over financial reporting except for identification of the material weaknesses described above there were no changes during the quarter ended <month> <num> <year> in our internal control over financial reporting as defined in rules 13a <num> or 15d <num> of the exchange act that have materially affected or are reasonably likely to materially affect the company s internal control over financial reporting,2019-02-02,1326380,"the material weaknesses will not be considered remediated, however, until the applicable controls operate for a sufficient period of time and management has concluded, through testing, that these controls are operating effectively.",the material weaknesses will not be considered remediated however until the applicable controls operate for a sufficient period of time and management has concluded through testing that these controls are operating effectively,433,0,0,REMEDIATION,0,other,0,1,0,False,True,16.0,0,0,test,OTHER,0.3566141089840361,0.0100099529662627,0.633375938049701,0.633375938049701,0.2767618290656649,1,0,e5_logreg,diversity,82,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,no changes in ICFR sentence
1397,0000089089_2007_4,46,the hiring and training of additional in-house resources and ongoing commitment to evaluate existing roles and responsibilities within the accounting and finance function.,the hiring and training of additional in house resources and ongoing commitment to evaluate existing roles and responsibilities within the accounting and finance function,2007-12-31,89089,the creation of a monitoring function within the company’s financial reporting group in the fourth quarter of 2007 to periodically review all account reconciliations.,the creation of a monitoring function within the company s financial reporting group in the fourth quarter of <year> to periodically review all account reconciliations,170,0,0,REMEDIATION,0,other,0,1,0,False,False,25.0,0,0,test,REMEDIATION,0.0140874682087572,0.9600037912836504,0.0259087405075922,0.9600037912836504,0.9340950507760584,0,1,e5_logreg,diversity,88,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1410,0001604778_2016_4,11,"remediation plan we are actively remediating the identified material weakness, and have identified the following preliminary steps.",remediation plan we are actively remediating the identified material weakness and have identified the following preliminary steps,2016-04-02,1604778,"kpmg llp, an independent registered public accounting firm, has audited the consolidated financial statements included in this annual report on form 10-k and, as part of its audit, has issued an adverse opinion on the effectiveness of the company’s internal control over financial reporting, which is included in this annual report on form 10-k on page 98.",kpmg llp an independent registered public accounting firm has audited the consolidated financial statements included in this annual report on form <num> k and as part of its audit has issued an adverse opinion on the effectiveness of the company s internal control over financial reporting which is included in this annual report on form <num> k on page <num>,129,1,0,REMEDIATION,0,other,0,1,0,False,True,11.0,0,0,trainval,OTHER,0.0342465236449387,0.4611067575142049,0.5046467188408564,0.5046467188408564,0.0435399613266515,1,0,e5_logreg,margin,89,OTHER,0,1,other,codex_round2_final,guideline_v1_1_round2_final,lead-in to preliminary remediation steps
1433,0000918251_2019_4,27,management expects the remediation plan to extend over multiple financial reporting periods throughout 2020.,management expects the remediation plan to extend over multiple financial reporting periods throughout <year>,2019-03-31,918251,"the actions that we are taking are subject to ongoing review by our management, including our ceo, cfo and cao, as well as audit committee oversight.",the actions that we are taking are subject to ongoing review by our management including our ceo cfo and cao as well as audit committee oversight,109,1,0,REMEDIATION,0,other,0,1,0,False,True,14.0,0,0,trainval,OTHER,0.0113220146019883,0.430613880952732,0.5580641044452795,0.5580641044452795,0.1274502234925474,1,0,e5_logreg,random,90,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,remediation timeline expectation
1477,0000850209_2009_4,9,"specifically, the company did not maintain effective controls over the preparation and review of the calculations and related supporting documentation for the tax accounts noted above.",specifically the company did not maintain effective controls over the preparation and review of the calculations and related supporting documentation for the tax accounts noted above,2009-01-31,850209,"the company’s processes, procedures and controls related to financial reporting were not effective to ensure that amounts related to current taxes payable, certain deferred tax assets and liabilities, the current and deferred income tax expense were recorded in accordance with generally accepted accounting principles.",the company s processes procedures and controls related to financial reporting were not effective to ensure that amounts related to current taxes payable certain deferred tax assets and liabilities the current and deferred income tax expense were recorded in accordance with generally accepted accounting principles,182,0,0,OTHER,0,background,0,0,0,True,False,12.0,0,1,trainval,ISSUE,0.9437599533621444,0.0179308990790743,0.0383091475587809,0.9437599533621444,0.9054508058033636,0,1,e5_logreg,diversity,94,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1549,0000315545_2016_4,49,rolled out a quarterly financial close checklist.,rolled out a quarterly financial close checklist,2016-12-31,315545,implemented a more formal and detailed travel and expense reimbursement policy.,implemented a more formal and detailed travel and expense reimbursement policy,48,1,0,REMEDIATION,0,other,0,1,0,False,False,43.0,0,0,trainval,OTHER,0.1408171693160708,0.4054834032308248,0.4536994274531043,0.4536994274531043,0.0482160242222795,1,0,e5_logreg,margin,97,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
